,yuv,framenos,fps,w,h,content,ref
155,4k_6M_Bonfire_upscaled.yuv,527,60.0,3840,2160,Bonfire,4k_ref_Bonfire_upscaled.yuv
156,4k_6M_CargoBoat_upscaled.yuv,650,60.0,3840,2160,CargoBoat,4k_ref_CargoBoat_upscaled.yuv
157,4k_6M_CenterPanorama_upscaled.yuv,606,60.0,3840,2160,CenterPanorama,4k_ref_CenterPanorama_upscaled.yuv
158,4k_6M_Chasing1_upscaled.yuv,610,59.94005994005994,3840,2160,Chasing1,4k_ref_Chasing1_upscaled.yuv
159,4k_6M_Chasing3_upscaled.yuv,424,59.94005994005994,3840,2160,Chasing3,4k_ref_Chasing3_upscaled.yuv
160,4k_6M_Chasing4_upscaled.yuv,424,59.94005994005994,3840,2160,Chasing4,4k_ref_Chasing4_upscaled.yuv
161,4k_6M_CourtYard_upscaled.yuv,608,60.0,3840,2160,CourtYard,4k_ref_CourtYard_upscaled.yuv
162,4k_6M_Daylight1_upscaled.yuv,483,59.94005994005994,3840,2160,Daylight1,4k_ref_Daylight1_upscaled.yuv
163,4k_6M_firework_upscaled.yuv,608,60.0,3840,2160,firework,4k_ref_firework_upscaled.yuv
164,4k_6M_Flowers_upscaled.yuv,668,60.0,3840,2160,Flowers,4k_ref_Flowers_upscaled.yuv
165,4k_6M_football10_upscaled.yuv,505,50.0,3840,2160,football10,4k_ref_football10_upscaled.yuv
166,4k_6M_football1_upscaled.yuv,506,50.0,3840,2160,football1,4k_ref_football1_upscaled.yuv
167,4k_6M_football2_upscaled.yuv,506,50.0,3840,2160,football2,4k_ref_football2_upscaled.yuv
168,4k_6M_football3_upscaled.yuv,456,50.0,3840,2160,football3,4k_ref_football3_upscaled.yuv
169,4k_6M_football4_upscaled.yuv,403,50.0,3840,2160,football4,4k_ref_football4_upscaled.yuv
170,4k_6M_football5_upscaled.yuv,506,50.0,3840,2160,football5,4k_ref_football5_upscaled.yuv
171,4k_6M_football6_upscaled.yuv,456,50.0,3840,2160,football6,4k_ref_football6_upscaled.yuv
172,4k_6M_football7_upscaled.yuv,456,50.0,3840,2160,football7,4k_ref_football7_upscaled.yuv
173,4k_6M_football8_upscaled.yuv,456,50.0,3840,2160,football8,4k_ref_football8_upscaled.yuv
174,4k_6M_football9_upscaled.yuv,506,50.0,3840,2160,football9,4k_ref_football9_upscaled.yuv
175,4k_6M_Furniture_upscaled.yuv,473,60.0,3840,2160,Furniture,4k_ref_Furniture_upscaled.yuv
176,4k_6M_golf1_upscaled.yuv,452,50.0,3840,2160,golf1,4k_ref_golf1_upscaled.yuv
177,4k_6M_golf2_upscaled.yuv,501,50.0,3840,2160,golf2,4k_ref_golf2_upscaled.yuv
178,4k_6M_Light2_upscaled.yuv,352,59.94005994005994,3840,2160,Light2,4k_ref_Light2_upscaled.yuv
179,4k_6M_Light3_upscaled.yuv,367,59.94005994005994,3840,2160,Light3,4k_ref_Light3_upscaled.yuv
180,4k_6M_Light4_upscaled.yuv,385,59.94005994005994,3840,2160,Light4,4k_ref_Light4_upscaled.yuv
181,4k_6M_NighTraffic_upscaled.yuv,496,60.0,3840,2160,NighTraffic,4k_ref_NighTraffic_upscaled.yuv
182,4k_6M_OfficeBuilding_upscaled.yuv,525,60.0,3840,2160,OfficeBuilding,4k_ref_OfficeBuilding_upscaled.yuv
183,4k_6M_Porsche_upscaled.yuv,301,60.0,3840,2160,Porsche,4k_ref_Porsche_upscaled.yuv
184,4k_6M_Skyscraper_upscaled.yuv,363,60.0,3840,2160,Skyscraper,4k_ref_Skyscraper_upscaled.yuv
185,4k_6M_UrbanLandmark_upscaled.yuv,568,60.0,3840,2160,UrbanLandmark,4k_ref_UrbanLandmark_upscaled.yuv
186,4k_ref_Bonfire_upscaled.yuv,527,60.0,3840,2160,Bonfire,4k_ref_Bonfire_upscaled.yuv
187,4k_ref_CargoBoat_upscaled.yuv,650,60.0,3840,2160,CargoBoat,4k_ref_CargoBoat_upscaled.yuv
188,4k_ref_CenterPanorama_upscaled.yuv,606,60.0,3840,2160,CenterPanorama,4k_ref_CenterPanorama_upscaled.yuv
189,4k_ref_Chasing1_upscaled.yuv,670,59.94005994005994,3840,2160,Chasing1,4k_ref_Chasing1_upscaled.yuv
190,4k_ref_Chasing3_upscaled.yuv,434,59.94005994005994,3840,2160,Chasing3,4k_ref_Chasing3_upscaled.yuv
191,4k_ref_Chasing4_upscaled.yuv,465,59.94005994005994,3840,2160,Chasing4,4k_ref_Chasing4_upscaled.yuv
192,4k_ref_CourtYard_upscaled.yuv,608,60.0,3840,2160,CourtYard,4k_ref_CourtYard_upscaled.yuv
193,4k_ref_Daylight1_upscaled.yuv,528,59.94005994005994,3840,2160,Daylight1,4k_ref_Daylight1_upscaled.yuv
194,4k_ref_firework_upscaled.yuv,608,60.0,3840,2160,firework,4k_ref_firework_upscaled.yuv
195,4k_ref_Flowers_upscaled.yuv,668,60.0,3840,2160,Flowers,4k_ref_Flowers_upscaled.yuv
196,4k_ref_football10_upscaled.yuv,505,50.0,3840,2160,football10,4k_ref_football10_upscaled.yuv
197,4k_ref_football1_upscaled.yuv,506,50.0,3840,2160,football1,4k_ref_football1_upscaled.yuv
198,4k_ref_football2_upscaled.yuv,506,50.0,3840,2160,football2,4k_ref_football2_upscaled.yuv
199,4k_ref_football3_upscaled.yuv,456,50.0,3840,2160,football3,4k_ref_football3_upscaled.yuv
200,4k_ref_football4_upscaled.yuv,403,50.0,3840,2160,football4,4k_ref_football4_upscaled.yuv
201,4k_ref_football5_upscaled.yuv,506,50.0,3840,2160,football5,4k_ref_football5_upscaled.yuv
202,4k_ref_football6_upscaled.yuv,456,50.0,3840,2160,football6,4k_ref_football6_upscaled.yuv
203,4k_ref_football7_upscaled.yuv,456,50.0,3840,2160,football7,4k_ref_football7_upscaled.yuv
204,4k_ref_football8_upscaled.yuv,456,50.0,3840,2160,football8,4k_ref_football8_upscaled.yuv
205,4k_ref_football9_upscaled.yuv,506,50.0,3840,2160,football9,4k_ref_football9_upscaled.yuv
206,4k_ref_Furniture_upscaled.yuv,473,60.0,3840,2160,Furniture,4k_ref_Furniture_upscaled.yuv
207,4k_ref_golf1_upscaled.yuv,452,50.0,3840,2160,golf1,4k_ref_golf1_upscaled.yuv
208,4k_ref_golf2_upscaled.yuv,501,50.0,3840,2160,golf2,4k_ref_golf2_upscaled.yuv
209,4k_ref_Light2_upscaled.yuv,378,59.94005994005994,3840,2160,Light2,4k_ref_Light2_upscaled.yuv
210,4k_ref_Light3_upscaled.yuv,391,59.94005994005994,3840,2160,Light3,4k_ref_Light3_upscaled.yuv
211,4k_ref_Light4_upscaled.yuv,463,59.94005994005994,3840,2160,Light4,4k_ref_Light4_upscaled.yuv
212,4k_ref_NighTraffic_upscaled.yuv,496,60.0,3840,2160,NighTraffic,4k_ref_NighTraffic_upscaled.yuv
213,4k_ref_OfficeBuilding_upscaled.yuv,525,60.0,3840,2160,OfficeBuilding,4k_ref_OfficeBuilding_upscaled.yuv
214,4k_ref_Porsche_upscaled.yuv,301,60.0,3840,2160,Porsche,4k_ref_Porsche_upscaled.yuv
215,4k_ref_Skyscraper_upscaled.yuv,363,60.0,3840,2160,Skyscraper,4k_ref_Skyscraper_upscaled.yuv
216,4k_ref_UrbanLandmark_upscaled.yuv,568,60.0,3840,2160,UrbanLandmark,4k_ref_UrbanLandmark_upscaled.yuv
217,540p_2.2M_Bonfire_upscaled.yuv,527,60.0,960,540,Bonfire,4k_ref_Bonfire_upscaled.yuv
218,540p_2.2M_CargoBoat_upscaled.yuv,650,60.0,960,540,CargoBoat,4k_ref_CargoBoat_upscaled.yuv
219,540p_2.2M_CenterPanorama_upscaled.yuv,606,60.0,960,540,CenterPanorama,4k_ref_CenterPanorama_upscaled.yuv
220,540p_2.2M_Chasing1_upscaled.yuv,610,59.94005994005994,960,540,Chasing1,4k_ref_Chasing1_upscaled.yuv
221,540p_2.2M_Chasing3_upscaled.yuv,424,59.94005994005994,960,540,Chasing3,4k_ref_Chasing3_upscaled.yuv
222,540p_2.2M_Chasing4_upscaled.yuv,424,59.94005994005994,960,540,Chasing4,4k_ref_Chasing4_upscaled.yuv
223,540p_2.2M_CourtYard_upscaled.yuv,608,60.0,960,540,CourtYard,4k_ref_CourtYard_upscaled.yuv
224,540p_2.2M_Daylight1_upscaled.yuv,483,59.94005994005994,960,540,Daylight1,4k_ref_Daylight1_upscaled.yuv
225,540p_2.2M_firework_upscaled.yuv,608,60.0,960,540,firework,4k_ref_firework_upscaled.yuv
226,540p_2.2M_Flowers_upscaled.yuv,668,60.0,960,540,Flowers,4k_ref_Flowers_upscaled.yuv
227,540p_2.2M_football10_upscaled.yuv,505,50.0,960,540,football10,4k_ref_football10_upscaled.yuv
228,540p_2.2M_football1_upscaled.yuv,506,50.0,960,540,football1,4k_ref_football1_upscaled.yuv
229,540p_2.2M_football2_upscaled.yuv,506,50.0,960,540,football2,4k_ref_football2_upscaled.yuv
230,540p_2.2M_football3_upscaled.yuv,456,50.0,960,540,football3,4k_ref_football3_upscaled.yuv
231,540p_2.2M_football4_upscaled.yuv,403,50.0,960,540,football4,4k_ref_football4_upscaled.yuv
232,540p_2.2M_football5_upscaled.yuv,506,50.0,960,540,football5,4k_ref_football5_upscaled.yuv
233,540p_2.2M_football6_upscaled.yuv,456,50.0,960,540,football6,4k_ref_football6_upscaled.yuv
234,540p_2.2M_football7_upscaled.yuv,456,50.0,960,540,football7,4k_ref_football7_upscaled.yuv
235,540p_2.2M_football8_upscaled.yuv,456,50.0,960,540,football8,4k_ref_football8_upscaled.yuv
236,540p_2.2M_football9_upscaled.yuv,506,50.0,960,540,football9,4k_ref_football9_upscaled.yuv
237,540p_2.2M_Furniture_upscaled.yuv,473,60.0,960,540,Furniture,4k_ref_Furniture_upscaled.yuv
238,540p_2.2M_golf1_upscaled.yuv,452,50.0,960,540,golf1,4k_ref_golf1_upscaled.yuv
239,540p_2.2M_golf2_upscaled.yuv,501,50.0,960,540,golf2,4k_ref_golf2_upscaled.yuv
240,540p_2.2M_Light2_upscaled.yuv,352,59.94005994005994,960,540,Light2,4k_ref_Light2_upscaled.yuv
241,540p_2.2M_Light3_upscaled.yuv,367,59.94005994005994,960,540,Light3,4k_ref_Light3_upscaled.yuv
242,540p_2.2M_Light4_upscaled.yuv,385,59.94005994005994,960,540,Light4,4k_ref_Light4_upscaled.yuv
243,540p_2.2M_NighTraffic_upscaled.yuv,496,60.0,960,540,NighTraffic,4k_ref_NighTraffic_upscaled.yuv
244,540p_2.2M_OfficeBuilding_upscaled.yuv,525,60.0,960,540,OfficeBuilding,4k_ref_OfficeBuilding_upscaled.yuv
245,540p_2.2M_Porsche_upscaled.yuv,301,60.0,960,540,Porsche,4k_ref_Porsche_upscaled.yuv
246,540p_2.2M_Skyscraper_upscaled.yuv,363,60.0,960,540,Skyscraper,4k_ref_Skyscraper_upscaled.yuv
247,540p_2.2M_UrbanLandmark_upscaled.yuv,568,60.0,960,540,UrbanLandmark,4k_ref_UrbanLandmark_upscaled.yuv
248,720p_2.6M_Bonfire_upscaled.yuv,527,60.0,1280,720,Bonfire,4k_ref_Bonfire_upscaled.yuv
249,720p_2.6M_CargoBoat_upscaled.yuv,650,60.0,1280,720,CargoBoat,4k_ref_CargoBoat_upscaled.yuv
250,720p_2.6M_CenterPanorama_upscaled.yuv,606,60.0,1280,720,CenterPanorama,4k_ref_CenterPanorama_upscaled.yuv
251,720p_2.6M_Chasing1_upscaled.yuv,610,59.94005994005994,1280,720,Chasing1,4k_ref_Chasing1_upscaled.yuv
252,720p_2.6M_Chasing3_upscaled.yuv,424,59.94005994005994,1280,720,Chasing3,4k_ref_Chasing3_upscaled.yuv
253,720p_2.6M_Chasing4_upscaled.yuv,424,59.94005994005994,1280,720,Chasing4,4k_ref_Chasing4_upscaled.yuv
254,720p_2.6M_CourtYard_upscaled.yuv,608,60.0,1280,720,CourtYard,4k_ref_CourtYard_upscaled.yuv
255,720p_2.6M_Daylight1_upscaled.yuv,483,59.94005994005994,1280,720,Daylight1,4k_ref_Daylight1_upscaled.yuv
256,720p_2.6M_firework_upscaled.yuv,608,60.0,1280,720,firework,4k_ref_firework_upscaled.yuv
257,720p_2.6M_Flowers_upscaled.yuv,668,60.0,1280,720,Flowers,4k_ref_Flowers_upscaled.yuv
258,720p_2.6M_football10_upscaled.yuv,505,50.0,1280,720,football10,4k_ref_football10_upscaled.yuv
259,720p_2.6M_football1_upscaled.yuv,506,50.0,1280,720,football1,4k_ref_football1_upscaled.yuv
260,720p_2.6M_football2_upscaled.yuv,506,50.0,1280,720,football2,4k_ref_football2_upscaled.yuv
261,720p_2.6M_football3_upscaled.yuv,456,50.0,1280,720,football3,4k_ref_football3_upscaled.yuv
262,720p_2.6M_football4_upscaled.yuv,403,50.0,1280,720,football4,4k_ref_football4_upscaled.yuv
263,720p_2.6M_football5_upscaled.yuv,506,50.0,1280,720,football5,4k_ref_football5_upscaled.yuv
264,720p_2.6M_football6_upscaled.yuv,456,50.0,1280,720,football6,4k_ref_football6_upscaled.yuv
265,720p_2.6M_football7_upscaled.yuv,456,50.0,1280,720,football7,4k_ref_football7_upscaled.yuv
266,720p_2.6M_football8_upscaled.yuv,456,50.0,1280,720,football8,4k_ref_football8_upscaled.yuv
267,720p_2.6M_football9_upscaled.yuv,506,50.0,1280,720,football9,4k_ref_football9_upscaled.yuv
268,720p_2.6M_Furniture_upscaled.yuv,473,60.0,1280,720,Furniture,4k_ref_Furniture_upscaled.yuv
269,720p_2.6M_golf1_upscaled.yuv,452,50.0,1280,720,golf1,4k_ref_golf1_upscaled.yuv
270,720p_2.6M_golf2_upscaled.yuv,501,50.0,1280,720,golf2,4k_ref_golf2_upscaled.yuv
271,720p_2.6M_Light2_upscaled.yuv,352,59.94005994005994,1280,720,Light2,4k_ref_Light2_upscaled.yuv
272,720p_2.6M_Light3_upscaled.yuv,367,59.94005994005994,1280,720,Light3,4k_ref_Light3_upscaled.yuv
273,720p_2.6M_Light4_upscaled.yuv,385,59.94005994005994,1280,720,Light4,4k_ref_Light4_upscaled.yuv
274,720p_2.6M_NighTraffic_upscaled.yuv,496,60.0,1280,720,NighTraffic,4k_ref_NighTraffic_upscaled.yuv
275,720p_2.6M_OfficeBuilding_upscaled.yuv,525,60.0,1280,720,OfficeBuilding,4k_ref_OfficeBuilding_upscaled.yuv
276,720p_2.6M_Porsche_upscaled.yuv,301,60.0,1280,720,Porsche,4k_ref_Porsche_upscaled.yuv
277,720p_2.6M_Skyscraper_upscaled.yuv,363,60.0,1280,720,Skyscraper,4k_ref_Skyscraper_upscaled.yuv
278,720p_2.6M_UrbanLandmark_upscaled.yuv,568,60.0,1280,720,UrbanLandmark,4k_ref_UrbanLandmark_upscaled.yuv
279,720p_4.6M_Bonfire_upscaled.yuv,527,60.0,1280,720,Bonfire,4k_ref_Bonfire_upscaled.yuv
280,720p_4.6M_CargoBoat_upscaled.yuv,650,60.0,1280,720,CargoBoat,4k_ref_CargoBoat_upscaled.yuv
281,720p_4.6M_CenterPanorama_upscaled.yuv,606,60.0,1280,720,CenterPanorama,4k_ref_CenterPanorama_upscaled.yuv
282,720p_4.6M_Chasing1_upscaled.yuv,610,59.94005994005994,1280,720,Chasing1,4k_ref_Chasing1_upscaled.yuv
283,720p_4.6M_Chasing3_upscaled.yuv,424,59.94005994005994,1280,720,Chasing3,4k_ref_Chasing3_upscaled.yuv
284,720p_4.6M_Chasing4_upscaled.yuv,424,59.94005994005994,1280,720,Chasing4,4k_ref_Chasing4_upscaled.yuv
285,720p_4.6M_CourtYard_upscaled.yuv,608,60.0,1280,720,CourtYard,4k_ref_CourtYard_upscaled.yuv
286,720p_4.6M_Daylight1_upscaled.yuv,483,59.94005994005994,1280,720,Daylight1,4k_ref_Daylight1_upscaled.yuv
287,720p_4.6M_firework_upscaled.yuv,608,60.0,1280,720,firework,4k_ref_firework_upscaled.yuv
288,720p_4.6M_Flowers_upscaled.yuv,668,60.0,1280,720,Flowers,4k_ref_Flowers_upscaled.yuv
289,720p_4.6M_football10_upscaled.yuv,505,50.0,1280,720,football10,4k_ref_football10_upscaled.yuv
290,720p_4.6M_football1_upscaled.yuv,506,50.0,1280,720,football1,4k_ref_football1_upscaled.yuv
291,720p_4.6M_football2_upscaled.yuv,506,50.0,1280,720,football2,4k_ref_football2_upscaled.yuv
292,720p_4.6M_football3_upscaled.yuv,456,50.0,1280,720,football3,4k_ref_football3_upscaled.yuv
293,720p_4.6M_football4_upscaled.yuv,403,50.0,1280,720,football4,4k_ref_football4_upscaled.yuv
294,720p_4.6M_football5_upscaled.yuv,506,50.0,1280,720,football5,4k_ref_football5_upscaled.yuv
295,720p_4.6M_football6_upscaled.yuv,456,50.0,1280,720,football6,4k_ref_football6_upscaled.yuv
296,720p_4.6M_football7_upscaled.yuv,456,50.0,1280,720,football7,4k_ref_football7_upscaled.yuv
297,720p_4.6M_football8_upscaled.yuv,456,50.0,1280,720,football8,4k_ref_football8_upscaled.yuv
298,720p_4.6M_football9_upscaled.yuv,506,50.0,1280,720,football9,4k_ref_football9_upscaled.yuv
299,720p_4.6M_Furniture_upscaled.yuv,473,60.0,1280,720,Furniture,4k_ref_Furniture_upscaled.yuv
300,720p_4.6M_golf1_upscaled.yuv,452,50.0,1280,720,golf1,4k_ref_golf1_upscaled.yuv
301,720p_4.6M_golf2_upscaled.yuv,501,50.0,1280,720,golf2,4k_ref_golf2_upscaled.yuv
302,720p_4.6M_Light2_upscaled.yuv,352,59.94005994005994,1280,720,Light2,4k_ref_Light2_upscaled.yuv
303,720p_4.6M_Light3_upscaled.yuv,367,59.94005994005994,1280,720,Light3,4k_ref_Light3_upscaled.yuv
304,720p_4.6M_Light4_upscaled.yuv,385,59.94005994005994,1280,720,Light4,4k_ref_Light4_upscaled.yuv
305,720p_4.6M_NighTraffic_upscaled.yuv,496,60.0,1280,720,NighTraffic,4k_ref_NighTraffic_upscaled.yuv
306,720p_4.6M_OfficeBuilding_upscaled.yuv,525,60.0,1280,720,OfficeBuilding,4k_ref_OfficeBuilding_upscaled.yuv
307,720p_4.6M_Porsche_upscaled.yuv,301,60.0,1280,720,Porsche,4k_ref_Porsche_upscaled.yuv
308,720p_4.6M_Skyscraper_upscaled.yuv,363,60.0,1280,720,Skyscraper,4k_ref_Skyscraper_upscaled.yuv
309,720p_4.6M_UrbanLandmark_upscaled.yuv,568,60.0,1280,720,UrbanLandmark,4k_ref_UrbanLandmark_upscaled.yuv
